pipeline	percId	majorRef	minorReft	noMajorRef	noMinorRef	noBinMajorRef	noBinMinorRef	noBinJunk	noBinRand	time	memory	mappedRef	acutalRef	mismatches	indels	length	alnLength	ins	del	Duplicated
longshotConsensus	2.00	KX098762-ORF2	AB361574-ORF2	22998.00	5694.00	NA	NA	NA	NA	16.43	91248.00	2.00	KX098762-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
longshotDistRef	2.00	KX098762-ORF2	AB361574-ORF2	22998.00	5694.00	NA	NA	NA	NA	117.60	114412.00	1.00	KX098762-ORF2	33.00	0.00	0.00	0.00	0.00	0.00	FALSE
longshotDistRef	2.00	KX098762-ORF2	AB361574-ORF2	22998.00	5694.00	NA	NA	NA	NA	117.60	114412.00	2.00	KX098762-ORF2	33.00	0.00	0.00	0.00	0.00	0.00	TRUE
longshotMajorRef	3.10	KX098762-ORF2	HQ202948-ORF2	23163.00	5808.00	NA	NA	NA	NA	38.37	91052.00	1.00	KX098762-ORF2	6.00	0.00	0.00	0.00	0.00	0.00	TRUE
longshotMajorRef	3.10	KX098762-ORF2	HQ202948-ORF2	23163.00	5808.00	NA	NA	NA	NA	38.37	91052.00	2.00	KX098762-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
longshotMinorRef	3.10	KX098762-ORF2	HQ202948-ORF2	23163.00	5808.00	NA	NA	NA	NA	45.22	91552.00	1.00	HQ202948-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
longshotMinorRef	3.10	KX098762-ORF2	HQ202948-ORF2	23163.00	5808.00	NA	NA	NA	NA	45.22	91552.00	2.00	HQ202948-ORF2	6.00	0.00	0.00	0.00	0.00	0.00	TRUE
longshotConsensus	3.10	KX098762-ORF2	HQ202948-ORF2	23163.00	5808.00	NA	NA	NA	NA	42.46	88688.00	1.00	KX098762-ORF2	8.00	0.00	0.00	0.00	0.00	0.00	TRUE
longshotConsensus	3.10	KX098762-ORF2	HQ202948-ORF2	23163.00	5808.00	NA	NA	NA	NA	42.46	88688.00	2.00	KX098762-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
longshotDistRef	3.10	KX098762-ORF2	HQ202948-ORF2	23163.00	5808.00	NA	NA	NA	NA	132.44	114140.00	1.00	NA	NA	NA	0.00	0.00	0.00	0.00	FALSE
longshotDistRef	3.10	KX098762-ORF2	HQ202948-ORF2	23163.00	5808.00	NA	NA	NA	NA	132.44	114140.00	2.00	KX098762-ORF2	32.00	0.00	0.00	0.00	0.00	0.00	FALSE
longshotMajorRef	2.10	KX098762-ORF2	KR868575-ORF2	22667.00	5618.00	NA	NA	NA	NA	20.97	90600.00	1.00	KX098762-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
longshotMajorRef	2.10	KX098762-ORF2	KR868575-ORF2	22667.00	5618.00	NA	NA	NA	NA	20.97	90600.00	2.00	KX098762-ORF2	6.00	0.00	0.00	0.00	0.00	0.00	TRUE
longshotMinorRef	2.10	KX098762-ORF2	KR868575-ORF2	22667.00	5618.00	NA	NA	NA	NA	33.72	87932.00	1.00	KR868575-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
longshotMinorRef	2.10	KX098762-ORF2	KR868575-ORF2	22667.00	5618.00	NA	NA	NA	NA	33.72	87932.00	2.00	KX098762-ORF2	7.00	0.00	0.00	0.00	0.00	0.00	FALSE
longshotConsensus	2.10	KX098762-ORF2	KR868575-ORF2	22667.00	5618.00	NA	NA	NA	NA	18.19	89160.00	1.00	KX098762-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
longshotConsensus	2.10	KX098762-ORF2	KR868575-ORF2	22667.00	5618.00	NA	NA	NA	NA	18.19	89160.00	2.00	KX098762-ORF2	5.00	0.00	0.00	0.00	0.00	0.00	TRUE
longshotDistRef	2.10	KX098762-ORF2	KR868575-ORF2	22667.00	5618.00	NA	NA	NA	NA	129.23	114408.00	1.00	KX098762-ORF2	33.00	0.00	0.00	0.00	0.00	0.00	FALSE
longshotDistRef	2.10	KX098762-ORF2	KR868575-ORF2	22667.00	5618.00	NA	NA	NA	NA	129.23	114408.00	2.00	KX098762-ORF2	33.00	0.00	0.00	0.00	0.00	0.00	TRUE
longshotMajorRef	2.60	KX169298-ORF2	AF201311-ORF2	23111.00	5822.00	NA	NA	NA	NA	24.06	88280.00	1.00	KX169298-ORF2	7.00	0.00	0.00	0.00	0.00	0.00	TRUE
longshotMajorRef	2.60	KX169298-ORF2	AF201311-ORF2	23111.00	5822.00	NA	NA	NA	NA	24.06	88280.00	2.00	KX169298-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
longshotMinorRef	2.60	KX169298-ORF2	AF201311-ORF2	23111.00	5822.00	NA	NA	NA	NA	28.73	86516.00	1.00	AF201311-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
longshotMinorRef	2.60	KX169298-ORF2	AF201311-ORF2	23111.00	5822.00	NA	NA	NA	NA	28.73	86516.00	2.00	AF201311-ORF2	7.00	0.00	0.00	0.00	0.00	0.00	TRUE
longshotConsensus	2.60	KX169298-ORF2	AF201311-ORF2	23111.00	5822.00	NA	NA	NA	NA	25.28	88512.00	1.00	KX169298-ORF2	7.00	2.00	0.00	0.00	0.00	0.00	TRUE
longshotConsensus	2.60	KX169298-ORF2	AF201311-ORF2	23111.00	5822.00	NA	NA	NA	NA	25.28	88512.00	2.00	KX169298-ORF2	0.00	2.00	0.00	0.00	0.00	0.00	FALSE
longshotDistRef	2.60	KX169298-ORF2	AF201311-ORF2	23111.00	5822.00	NA	NA	NA	NA	88.95	103152.00	1.00	KX169298-ORF2	24.00	0.00	0.00	0.00	0.00	0.00	FALSE
longshotDistRef	2.60	KX169298-ORF2	AF201311-ORF2	23111.00	5822.00	NA	NA	NA	NA	88.95	103152.00	2.00	KX169298-ORF2	24.00	0.00	0.00	0.00	0.00	0.00	TRUE
longshotMajorRef	2.10	KX169298-ORF2	KP231128-ORF2	22974.00	5753.00	NA	NA	NA	NA	28.43	88852.00	1.00	KX169298-ORF2	7.00	0.00	0.00	0.00	0.00	0.00	TRUE
longshotMajorRef	2.10	KX169298-ORF2	KP231128-ORF2	22974.00	5753.00	NA	NA	NA	NA	28.43	88852.00	2.00	KX169298-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
longshotMinorRef	2.10	KX169298-ORF2	KP231128-ORF2	22974.00	5753.00	NA	NA	NA	NA	29.46	90544.00	1.00	KP231128-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
longshotMinorRef	2.10	KX169298-ORF2	KP231128-ORF2	22974.00	5753.00	NA	NA	NA	NA	29.46	90544.00	2.00	KP231128-ORF2	6.00	0.00	0.00	0.00	0.00	0.00	TRUE
longshotConsensus	2.10	KX169298-ORF2	KP231128-ORF2	22974.00	5753.00	NA	NA	NA	NA	32.58	91280.00	1.00	KX169298-ORF2	5.00	0.00	0.00	0.00	0.00	0.00	TRUE
longshotConsensus	2.10	KX169298-ORF2	KP231128-ORF2	22974.00	5753.00	NA	NA	NA	NA	32.58	91280.00	2.00	KX169298-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
longshotDistRef	2.10	KX169298-ORF2	KP231128-ORF2	22974.00	5753.00	NA	NA	NA	NA	87.59	108736.00	1.00	NA	NA	NA	0.00	0.00	0.00	0.00	FALSE
longshotDistRef	2.10	KX169298-ORF2	KP231128-ORF2	22974.00	5753.00	NA	NA	NA	NA	87.59	108736.00	2.00	KX169298-ORF2	24.00	0.00	0.00	0.00	0.00	0.00	FALSE
longshotMajorRef	3.00	KX169298-ORF2	KP231145-ORF2	22943.00	5734.00	NA	NA	NA	NA	31.60	84112.00	1.00	KX169298-ORF2	3.00	0.00	0.00	0.00	0.00	0.00	TRUE
longshotMajorRef	3.00	KX169298-ORF2	KP231145-ORF2	22943.00	5734.00	NA	NA	NA	NA	31.60	84112.00	2.00	KX169298-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
longshotMinorRef	3.00	KX169298-ORF2	KP231145-ORF2	22943.00	5734.00	NA	NA	NA	NA	41.25	83700.00	1.00	KP231145-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
longshotMinorRef	3.00	KX169298-ORF2	KP231145-ORF2	22943.00	5734.00	NA	NA	NA	NA	41.25	83700.00	2.00	KP231145-ORF2	7.00	0.00	0.00	0.00	0.00	0.00	TRUE
longshotConsensus	3.00	KX169298-ORF2	KP231145-ORF2	22943.00	5734.00	NA	NA	NA	NA	44.50	84316.00	1.00	KX169298-ORF2	4.00	0.00	0.00	0.00	0.00	0.00	TRUE
longshotConsensus	3.00	KX169298-ORF2	KP231145-ORF2	22943.00	5734.00	NA	NA	NA	NA	44.50	84316.00	2.00	KX169298-ORF2	1.00	0.00	0.00	0.00	0.00	0.00	FALSE
longshotDistRef	3.00	KX169298-ORF2	KP231145-ORF2	22943.00	5734.00	NA	NA	NA	NA	104.28	106032.00	1.00	KX169298-ORF2	25.00	0.00	0.00	0.00	0.00	0.00	FALSE
longshotDistRef	3.00	KX169298-ORF2	KP231145-ORF2	22943.00	5734.00	NA	NA	NA	NA	104.28	106032.00	2.00	KX169298-ORF2	25.00	0.00	0.00	0.00	0.00	0.00	TRUE
longshotMajorRef	2.10	KX169308-ORF2	KY656098-ORF2	22768.00	5718.00	NA	NA	NA	NA	19.39	86076.00	1.00	KX169308-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
longshotMajorRef	2.10	KX169308-ORF2	KY656098-ORF2	22768.00	5718.00	NA	NA	NA	NA	19.39	86076.00	2.00	KX169308-ORF2	4.00	0.00	0.00	0.00	0.00	0.00	TRUE
longshotMinorRef	2.10	KX169308-ORF2	KY656098-ORF2	22768.00	5718.00	NA	NA	NA	NA	33.10	85556.00	1.00	KY656098-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
longshotMinorRef	2.10	KX169308-ORF2	KY656098-ORF2	22768.00	5718.00	NA	NA	NA	NA	33.10	85556.00	2.00	KY656098-ORF2	5.00	0.00	0.00	0.00	0.00	0.00	TRUE
longshotConsensus	2.10	KX169308-ORF2	KY656098-ORF2	22768.00	5718.00	NA	NA	NA	NA	19.64	86408.00	1.00	KX169308-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
longshotConsensus	2.10	KX169308-ORF2	KY656098-ORF2	22768.00	5718.00	NA	NA	NA	NA	19.64	86408.00	2.00	KX169308-ORF2	4.00	0.00	0.00	0.00	0.00	0.00	TRUE
longshotDistRef	2.10	KX169308-ORF2	KY656098-ORF2	22768.00	5718.00	NA	NA	NA	NA	89.77	101556.00	1.00	KX169308-ORF2	23.00	0.00	0.00	0.00	0.00	0.00	FALSE
longshotDistRef	2.10	KX169308-ORF2	KY656098-ORF2	22768.00	5718.00	NA	NA	NA	NA	89.77	101556.00	2.00	KX169308-ORF2	23.00	0.00	0.00	0.00	0.00	0.00	TRUE
longshotMajorRef	3.40	KX169329-ORF2	JF690912-ORF2	23727.00	5948.00	NA	NA	NA	NA	36.70	85680.00	1.00	KX169329-ORF2	10.00	0.00	0.00	0.00	0.00	0.00	TRUE
longshotMajorRef	3.40	KX169329-ORF2	JF690912-ORF2	23727.00	5948.00	NA	NA	NA	NA	36.70	85680.00	2.00	KX169329-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
longshotMinorRef	3.40	KX169329-ORF2	JF690912-ORF2	23727.00	5948.00	NA	NA	NA	NA	58.38	94520.00	1.00	KX169329-ORF2	11.00	0.00	0.00	0.00	0.00	0.00	FALSE
longshotMinorRef	3.40	KX169329-ORF2	JF690912-ORF2	23727.00	5948.00	NA	NA	NA	NA	58.38	94520.00	2.00	JF690912-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
longshotConsensus	3.40	KX169329-ORF2	JF690912-ORF2	23727.00	5948.00	NA	NA	NA	NA	36.61	88848.00	1.00	KX169329-ORF2	10.00	2.00	0.00	0.00	0.00	0.00	TRUE
longshotConsensus	3.40	KX169329-ORF2	JF690912-ORF2	23727.00	5948.00	NA	NA	NA	NA	36.61	88848.00	2.00	KX169329-ORF2	0.00	2.00	0.00	0.00	0.00	0.00	FALSE
longshotDistRef	3.40	KX169329-ORF2	JF690912-ORF2	23727.00	5948.00	NA	NA	NA	NA	74.12	95060.00	1.00	KX169329-ORF2	22.00	0.00	0.00	0.00	0.00	0.00	FALSE
longshotDistRef	3.40	KX169329-ORF2	JF690912-ORF2	23727.00	5948.00	NA	NA	NA	NA	74.12	95060.00	2.00	KX169329-ORF2	22.00	0.00	0.00	0.00	0.00	0.00	TRUE
longshotMajorRef	3.00	KX169329-ORF2	KJ139962-ORF2	22654.00	5713.00	NA	NA	NA	NA	31.66	89680.00	1.00	KX169329-ORF2	7.00	0.00	0.00	0.00	0.00	0.00	TRUE
longshotMajorRef	3.00	KX169329-ORF2	KJ139962-ORF2	22654.00	5713.00	NA	NA	NA	NA	31.66	89680.00	2.00	KX169329-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
longshotMinorRef	3.00	KX169329-ORF2	KJ139962-ORF2	22654.00	5713.00	NA	NA	NA	NA	43.17	89872.00	1.00	KJ139962-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
longshotMinorRef	3.00	KX169329-ORF2	KJ139962-ORF2	22654.00	5713.00	NA	NA	NA	NA	43.17	89872.00	2.00	KX169329-ORF2	10.00	0.00	0.00	0.00	0.00	0.00	FALSE
longshotConsensus	3.00	KX169329-ORF2	KJ139962-ORF2	22654.00	5713.00	NA	NA	NA	NA	34.55	89468.00	1.00	KX169329-ORF2	7.00	0.00	0.00	0.00	0.00	0.00	TRUE
longshotConsensus	3.00	KX169329-ORF2	KJ139962-ORF2	22654.00	5713.00	NA	NA	NA	NA	34.55	89468.00	2.00	KX169329-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
longshotDistRef	3.00	KX169329-ORF2	KJ139962-ORF2	22654.00	5713.00	NA	NA	NA	NA	80.35	103740.00	1.00	KX169329-ORF2	21.00	0.00	0.00	0.00	0.00	0.00	FALSE
longshotDistRef	3.00	KX169329-ORF2	KJ139962-ORF2	22654.00	5713.00	NA	NA	NA	NA	80.35	103740.00	2.00	KX169329-ORF2	21.00	0.00	0.00	0.00	0.00	0.00	TRUE
longshotMajorRef	3.10	KX169329-ORF2	KP081542-ORF2	23719.00	5879.00	NA	NA	NA	NA	43.48	92160.00	1.00	KX169329-ORF2	9.00	0.00	0.00	0.00	0.00	0.00	TRUE
longshotMajorRef	3.10	KX169329-ORF2	KP081542-ORF2	23719.00	5879.00	NA	NA	NA	NA	43.48	92160.00	2.00	KX169329-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
longshotMinorRef	3.10	KX169329-ORF2	KP081542-ORF2	23719.00	5879.00	NA	NA	NA	NA	57.34	95868.00	1.00	KP081542-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
longshotMinorRef	3.10	KX169329-ORF2	KP081542-ORF2	23719.00	5879.00	NA	NA	NA	NA	57.34	95868.00	2.00	KP081542-ORF2	11.00	0.00	0.00	0.00	0.00	0.00	TRUE
longshotConsensus	3.10	KX169329-ORF2	KP081542-ORF2	23719.00	5879.00	NA	NA	NA	NA	11.83	113200.00	1.00	KX169329-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
longshotDistRef	3.10	KX169329-ORF2	KP081542-ORF2	23719.00	5879.00	NA	NA	NA	NA	90.94	108644.00	1.00	KX169329-ORF2	17.00	0.00	0.00	0.00	0.00	0.00	FALSE
longshotDistRef	3.10	KX169329-ORF2	KP081542-ORF2	23719.00	5879.00	NA	NA	NA	NA	90.94	108644.00	2.00	KX169329-ORF2	17.00	0.00	0.00	0.00	0.00	0.00	TRUE
longshotMajorRef	2.00	KX169329-ORF2	MT423827-ORF2	23318.00	5859.00	NA	NA	NA	NA	23.70	89132.00	1.00	KX169329-ORF2	5.00	0.00	0.00	0.00	0.00	0.00	TRUE
longshotMajorRef	2.00	KX169329-ORF2	MT423827-ORF2	23318.00	5859.00	NA	NA	NA	NA	23.70	89132.00	2.00	KX169329-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
longshotMinorRef	2.00	KX169329-ORF2	MT423827-ORF2	23318.00	5859.00	NA	NA	NA	NA	26.03	89680.00	1.00	MT423827-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
longshotMinorRef	2.00	KX169329-ORF2	MT423827-ORF2	23318.00	5859.00	NA	NA	NA	NA	26.03	89680.00	2.00	MT423827-ORF2	5.00	0.00	0.00	0.00	0.00	0.00	TRUE
longshotConsensus	2.00	KX169329-ORF2	MT423827-ORF2	23318.00	5859.00	NA	NA	NA	NA	28.31	89624.00	1.00	KX169329-ORF2	4.00	0.00	0.00	0.00	0.00	0.00	TRUE
longshotConsensus	2.00	KX169329-ORF2	MT423827-ORF2	23318.00	5859.00	NA	NA	NA	NA	28.31	89624.00	2.00	KX169329-ORF2	1.00	0.00	0.00	0.00	0.00	0.00	FALSE
longshotDistRef	2.00	KX169329-ORF2	MT423827-ORF2	23318.00	5859.00	NA	NA	NA	NA	84.69	104704.00	1.00	KX169329-ORF2	20.00	0.00	0.00	0.00	0.00	0.00	FALSE
longshotDistRef	2.00	KX169329-ORF2	MT423827-ORF2	23318.00	5859.00	NA	NA	NA	NA	84.69	104704.00	2.00	KX169329-ORF2	20.00	0.00	0.00	0.00	0.00	0.00	TRUE
longshotMajorRef	1.40	KX298474-ORF2	KC514991-ORF2	22743.00	5800.00	NA	NA	NA	NA	19.51	92788.00	1.00	KX298474-ORF2	3.00	0.00	0.00	0.00	0.00	0.00	TRUE
longshotMajorRef	1.40	KX298474-ORF2	KC514991-ORF2	22743.00	5800.00	NA	NA	NA	NA	19.51	92788.00	2.00	KX298474-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
longshotMinorRef	1.40	KX298474-ORF2	KC514991-ORF2	22743.00	5800.00	NA	NA	NA	NA	21.61	90924.00	1.00	KC514991-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
longshotMinorRef	1.40	KX298474-ORF2	KC514991-ORF2	22743.00	5800.00	NA	NA	NA	NA	21.61	90924.00	2.00	KC514991-ORF2	3.00	0.00	0.00	0.00	0.00	0.00	TRUE
longshotConsensus	1.40	KX298474-ORF2	KC514991-ORF2	22743.00	5800.00	NA	NA	NA	NA	18.64	92960.00	1.00	KX298474-ORF2	3.00	0.00	0.00	0.00	0.00	0.00	TRUE
longshotConsensus	1.40	KX298474-ORF2	KC514991-ORF2	22743.00	5800.00	NA	NA	NA	NA	18.64	92960.00	2.00	KX298474-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
longshotDistRef	1.40	KX298474-ORF2	KC514991-ORF2	22743.00	5800.00	NA	NA	NA	NA	89.67	100656.00	1.00	KC514991-ORF2	23.00	0.00	0.00	0.00	0.00	0.00	FALSE
longshotDistRef	1.40	KX298474-ORF2	KC514991-ORF2	22743.00	5800.00	NA	NA	NA	NA	89.67	100656.00	2.00	KX298474-ORF2	24.00	0.00	0.00	0.00	0.00	0.00	FALSE
longshotMajorRef	3.10	KX510064-ORF2	HQ202949-ORF2	23733.00	5952.00	NA	NA	NA	NA	22.24	90956.00	1.00	KX510064-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
longshotMajorRef	3.10	KX510064-ORF2	HQ202949-ORF2	23733.00	5952.00	NA	NA	NA	NA	22.24	90956.00	2.00	KX510064-ORF2	3.00	0.00	0.00	0.00	0.00	0.00	TRUE
longshotMinorRef	3.10	KX510064-ORF2	HQ202949-ORF2	23733.00	5952.00	NA	NA	NA	NA	39.42	93060.00	1.00	HQ202949-ORF2	4.00	0.00	0.00	0.00	0.00	0.00	TRUE
longshotMinorRef	3.10	KX510064-ORF2	HQ202949-ORF2	23733.00	5952.00	NA	NA	NA	NA	39.42	93060.00	2.00	HQ202949-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
longshotConsensus	3.10	KX510064-ORF2	HQ202949-ORF2	23733.00	5952.00	NA	NA	NA	NA	22.59	93720.00	1.00	KX510064-ORF2	4.00	0.00	0.00	0.00	0.00	0.00	TRUE
longshotConsensus	3.10	KX510064-ORF2	HQ202949-ORF2	23733.00	5952.00	NA	NA	NA	NA	22.59	93720.00	2.00	KX510064-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
longshotDistRef	3.10	KX510064-ORF2	HQ202949-ORF2	23733.00	5952.00	NA	NA	NA	NA	134.92	115384.00	1.00	HQ202949-ORF2	41.00	0.00	0.00	0.00	0.00	0.00	FALSE
longshotDistRef	3.10	KX510064-ORF2	HQ202949-ORF2	23733.00	5952.00	NA	NA	NA	NA	134.92	115384.00	2.00	KX510064-ORF2	41.00	0.00	0.00	0.00	0.00	0.00	FALSE
longshotMajorRef	1.30	KX510064-ORF2	KT867860-ORF2	22510.00	5570.00	NA	NA	NA	NA	15.62	86596.00	1.00	KX510064-ORF2	4.00	0.00	0.00	0.00	0.00	0.00	TRUE
longshotMajorRef	1.30	KX510064-ORF2	KT867860-ORF2	22510.00	5570.00	NA	NA	NA	NA	15.62	86596.00	2.00	KX510064-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
longshotMinorRef	1.30	KX510064-ORF2	KT867860-ORF2	22510.00	5570.00	NA	NA	NA	NA	19.30	85036.00	1.00	KT867860-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
longshotMinorRef	1.30	KX510064-ORF2	KT867860-ORF2	22510.00	5570.00	NA	NA	NA	NA	19.30	85036.00	2.00	KT867860-ORF2	4.00	0.00	0.00	0.00	0.00	0.00	TRUE
longshotConsensus	1.30	KX510064-ORF2	KT867860-ORF2	22510.00	5570.00	NA	NA	NA	NA	16.80	87932.00	1.00	KX510064-ORF2	4.00	0.00	0.00	0.00	0.00	0.00	TRUE
longshotConsensus	1.30	KX510064-ORF2	KT867860-ORF2	22510.00	5570.00	NA	NA	NA	NA	16.80	87932.00	2.00	KX510064-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
longshotDistRef	1.30	KX510064-ORF2	KT867860-ORF2	22510.00	5570.00	NA	NA	NA	NA	123.52	108276.00	1.00	KT867860-ORF2	30.00	0.00	0.00	0.00	0.00	0.00	FALSE
longshotDistRef	1.30	KX510064-ORF2	KT867860-ORF2	22510.00	5570.00	NA	NA	NA	NA	123.52	108276.00	2.00	KT867860-ORF2	34.00	0.00	0.00	0.00	0.00	0.00	TRUE
longshotMajorRef	3.00	KX641126-ORF2	GQ358997-ORF2	23506.00	6005.00	NA	NA	NA	NA	35.32	85644.00	1.00	KX641126-ORF2	9.00	0.00	0.00	0.00	0.00	0.00	TRUE
longshotMajorRef	3.00	KX641126-ORF2	GQ358997-ORF2	23506.00	6005.00	NA	NA	NA	NA	35.32	85644.00	2.00	KX641126-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
longshotMinorRef	3.00	KX641126-ORF2	GQ358997-ORF2	23506.00	6005.00	NA	NA	NA	NA	49.91	93864.00	1.00	GQ358997-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
longshotMinorRef	3.00	KX641126-ORF2	GQ358997-ORF2	23506.00	6005.00	NA	NA	NA	NA	49.91	93864.00	2.00	KX641126-ORF2	10.00	0.00	0.00	0.00	0.00	0.00	FALSE
longshotConsensus	3.00	KX641126-ORF2	GQ358997-ORF2	23506.00	6005.00	NA	NA	NA	NA	39.75	88072.00	1.00	KX641126-ORF2	9.00	1.00	0.00	0.00	0.00	0.00	TRUE
longshotConsensus	3.00	KX641126-ORF2	GQ358997-ORF2	23506.00	6005.00	NA	NA	NA	NA	39.75	88072.00	2.00	KX641126-ORF2	0.00	1.00	0.00	0.00	0.00	0.00	FALSE
longshotDistRef	3.00	KX641126-ORF2	GQ358997-ORF2	23506.00	6005.00	NA	NA	NA	NA	90.78	105324.00	1.00	KX641126-ORF2	22.00	0.00	0.00	0.00	0.00	0.00	FALSE
longshotDistRef	3.00	KX641126-ORF2	GQ358997-ORF2	23506.00	6005.00	NA	NA	NA	NA	90.78	105324.00	2.00	KX641126-ORF2	22.00	0.00	0.00	0.00	0.00	0.00	TRUE
longshotMajorRef	1.40	KX641126-ORF2	KY656098-ORF2	23561.00	5988.00	NA	NA	NA	NA	16.94	91364.00	1.00	KX641126-ORF2	5.00	0.00	0.00	0.00	0.00	0.00	TRUE
longshotMajorRef	1.40	KX641126-ORF2	KY656098-ORF2	23561.00	5988.00	NA	NA	NA	NA	16.94	91364.00	2.00	KX641126-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
longshotMinorRef	1.40	KX641126-ORF2	KY656098-ORF2	23561.00	5988.00	NA	NA	NA	NA	18.30	89308.00	1.00	KY656098-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
longshotMinorRef	1.40	KX641126-ORF2	KY656098-ORF2	23561.00	5988.00	NA	NA	NA	NA	18.30	89308.00	2.00	KX641126-ORF2	3.00	0.00	0.00	0.00	0.00	0.00	FALSE
longshotConsensus	1.40	KX641126-ORF2	KY656098-ORF2	23561.00	5988.00	NA	NA	NA	NA	19.12	87396.00	1.00	KY656098-ORF2	4.00	0.00	0.00	0.00	0.00	0.00	FALSE
longshotConsensus	1.40	KX641126-ORF2	KY656098-ORF2	23561.00	5988.00	NA	NA	NA	NA	19.12	87396.00	2.00	KX641126-ORF2	1.00	0.00	0.00	0.00	0.00	0.00	FALSE
longshotDistRef	1.40	KX641126-ORF2	KY656098-ORF2	23561.00	5988.00	NA	NA	NA	NA	84.34	95600.00	1.00	KX641126-ORF2	21.00	0.00	0.00	0.00	0.00	0.00	FALSE
longshotDistRef	1.40	KX641126-ORF2	KY656098-ORF2	23561.00	5988.00	NA	NA	NA	NA	84.34	95600.00	2.00	KX641126-ORF2	21.00	0.00	0.00	0.00	0.00	0.00	TRUE
longshotMajorRef	2.10	KX641126-ORF2	MF314288-ORF2	22662.00	5589.00	NA	NA	NA	NA	25.66	90160.00	1.00	KX641126-ORF2	5.00	0.00	0.00	0.00	0.00	0.00	TRUE
longshotMajorRef	2.10	KX641126-ORF2	MF314288-ORF2	22662.00	5589.00	NA	NA	NA	NA	25.66	90160.00	2.00	KX641126-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
longshotMinorRef	2.10	KX641126-ORF2	MF314288-ORF2	22662.00	5589.00	NA	NA	NA	NA	31.74	90424.00	1.00	MF314288-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
longshotMinorRef	2.10	KX641126-ORF2	MF314288-ORF2	22662.00	5589.00	NA	NA	NA	NA	31.74	90424.00	2.00	MF314288-ORF2	6.00	0.00	0.00	0.00	0.00	0.00	TRUE
longshotConsensus	2.10	KX641126-ORF2	MF314288-ORF2	22662.00	5589.00	NA	NA	NA	NA	31.33	94612.00	1.00	KX641126-ORF2	6.00	2.00	0.00	0.00	0.00	0.00	TRUE
longshotConsensus	2.10	KX641126-ORF2	MF314288-ORF2	22662.00	5589.00	NA	NA	NA	NA	31.33	94612.00	2.00	KX641126-ORF2	0.00	2.00	0.00	0.00	0.00	0.00	FALSE
longshotDistRef	2.10	KX641126-ORF2	MF314288-ORF2	22662.00	5589.00	NA	NA	NA	NA	82.06	92052.00	1.00	KX641126-ORF2	21.00	0.00	0.00	0.00	0.00	0.00	FALSE
longshotDistRef	2.10	KX641126-ORF2	MF314288-ORF2	22662.00	5589.00	NA	NA	NA	NA	82.06	92052.00	2.00	KX641126-ORF2	21.00	0.00	0.00	0.00	0.00	0.00	TRUE
