Program	fastqFile	Computer	readsInFastq	extractionSize	readsExtracted	Replicate	Threads	ElapsedTime	CPUKernTime	CPUserTime	MaxResidentMemoryInKb	PercentCPU
fqGetIdsMem	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	890841.00	890841.00	9.00	1.00	270.11	29.89	25.05	71896.00	20%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	890841.00	890841.00	10.00	1.00	345.46	39.71	74.65	215080.00	33%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	890841.00	890841.00	10.00	2.00	316.21	37.21	71.90	201808.00	34%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	890841.00	890841.00	10.00	3.00	314.03	36.19	73.44	204456.00	34%
fqGetIds	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	890841.00	890841.00	10.00	1.00	263.40	29.57	28.20	71964.00	21%
fqGetIdsMem	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	890841.00	890841.00	10.00	1.00	291.05	30.66	24.64	71920.00	19%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	890.00	890.00	1.00	1.00	11.69	0.68	11.18	15204.00	101%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	890.00	890.00	1.00	2.00	11.55	0.82	11.75	15808.00	108%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	890.00	890.00	1.00	3.00	11.50	1.06	11.59	15372.00	110%
fqGetIds	Ill-890841-reads.fastq	piSlowIO	890841.00	890.00	890.00	1.00	1.00	3.77	0.54	3.22	1328.00	99%
fqGetIdsMem	Ill-890841-reads.fastq	piSlowIO	890841.00	890.00	890.00	1.00	1.00	3.47	0.55	2.90	1368.00	99%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	890.00	890.00	2.00	1.00	11.82	0.67	11.32	15160.00	101%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	890.00	890.00	2.00	2.00	11.55	0.83	11.72	15476.00	108%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	890.00	890.00	2.00	3.00	11.50	1.00	11.77	15760.00	111%
fqGetIds	Ill-890841-reads.fastq	piSlowIO	890841.00	890.00	890.00	2.00	1.00	3.80	0.61	3.19	1440.00	99%
fqGetIdsMem	Ill-890841-reads.fastq	piSlowIO	890841.00	890.00	890.00	2.00	1.00	3.50	0.64	2.85	1296.00	99%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	890.00	890.00	3.00	1.00	12.00	0.82	11.35	15336.00	101%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	890.00	890.00	3.00	2.00	11.41	0.91	11.51	15660.00	108%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	890.00	890.00	3.00	3.00	12.57	0.94	12.94	16948.00	110%
fqGetIds	Ill-890841-reads.fastq	piSlowIO	890841.00	890.00	890.00	3.00	1.00	3.77	0.52	3.25	1224.00	99%
fqGetIdsMem	Ill-890841-reads.fastq	piSlowIO	890841.00	890.00	890.00	3.00	1.00	3.46	0.56	2.90	1444.00	99%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	890.00	890.00	4.00	1.00	11.96	0.76	11.36	15292.00	101%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	890.00	890.00	4.00	2.00	11.59	0.97	11.67	15428.00	109%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	890.00	890.00	4.00	3.00	11.44	0.74	11.88	15168.00	110%
fqGetIds	Ill-890841-reads.fastq	piSlowIO	890841.00	890.00	890.00	4.00	1.00	3.78	0.59	3.17	1436.00	99%
fqGetIdsMem	Ill-890841-reads.fastq	piSlowIO	890841.00	890.00	890.00	4.00	1.00	3.47	0.45	3.01	1384.00	99%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	890.00	890.00	5.00	1.00	11.83	0.78	11.23	15244.00	101%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	890.00	890.00	5.00	2.00	11.54	1.03	11.47	15276.00	108%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	890.00	890.00	5.00	3.00	11.52	0.91	11.80	16196.00	110%
fqGetIds	Ill-890841-reads.fastq	piSlowIO	890841.00	890.00	890.00	5.00	1.00	3.79	0.58	3.20	1264.00	99%
fqGetIdsMem	Ill-890841-reads.fastq	piSlowIO	890841.00	890.00	890.00	5.00	1.00	3.56	0.57	2.97	1440.00	99%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	890.00	890.00	6.00	1.00	11.86	0.69	11.33	16120.00	101%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	890.00	890.00	6.00	2.00	11.39	0.92	11.45	15672.00	108%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	890.00	890.00	6.00	3.00	11.37	0.93	11.61	16316.00	110%
fqGetIds	Ill-890841-reads.fastq	piSlowIO	890841.00	890.00	890.00	6.00	1.00	3.78	0.57	3.20	1328.00	99%
fqGetIdsMem	Ill-890841-reads.fastq	piSlowIO	890841.00	890.00	890.00	6.00	1.00	3.51	0.52	2.97	1324.00	99%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	890.00	890.00	7.00	1.00	11.82	0.68	11.26	16360.00	101%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	890.00	890.00	7.00	2.00	11.42	0.87	11.51	15412.00	108%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	890.00	890.00	7.00	3.00	11.55	0.92	11.85	16028.00	110%
fqGetIds	Ill-890841-reads.fastq	piSlowIO	890841.00	890.00	890.00	7.00	1.00	3.89	0.60	3.26	1436.00	99%
fqGetIdsMem	Ill-890841-reads.fastq	piSlowIO	890841.00	890.00	890.00	7.00	1.00	3.47	0.65	2.81	1328.00	99%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	890.00	890.00	8.00	1.00	11.84	0.80	11.19	15324.00	101%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	890.00	890.00	8.00	2.00	11.29	0.88	11.47	15348.00	109%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	890.00	890.00	8.00	3.00	11.59	0.93	11.79	16344.00	109%
fqGetIds	Ill-890841-reads.fastq	piSlowIO	890841.00	890.00	890.00	8.00	1.00	3.76	0.62	3.14	1436.00	99%
fqGetIdsMem	Ill-890841-reads.fastq	piSlowIO	890841.00	890.00	890.00	8.00	1.00	3.47	0.50	2.96	1328.00	99%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	890.00	890.00	9.00	1.00	11.82	0.79	11.20	15236.00	101%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	890.00	890.00	9.00	2.00	11.42	0.98	11.40	16272.00	108%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	890.00	890.00	9.00	3.00	11.43	0.67	11.93	15284.00	110%
fqGetIds	Ill-890841-reads.fastq	piSlowIO	890841.00	890.00	890.00	9.00	1.00	3.87	0.51	3.34	1264.00	99%
fqGetIdsMem	Ill-890841-reads.fastq	piSlowIO	890841.00	890.00	890.00	9.00	1.00	3.58	0.53	3.02	1328.00	99%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	890.00	890.00	10.00	1.00	11.88	0.64	11.39	15748.00	101%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	890.00	890.00	10.00	2.00	11.46	0.91	11.52	16212.00	108%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	890.00	890.00	10.00	3.00	11.53	0.94	11.75	15284.00	110%
fqGetIds	Ill-890841-reads.fastq	piSlowIO	890841.00	890.00	890.00	10.00	1.00	3.81	0.56	3.24	1384.00	99%
fqGetIdsMem	Ill-890841-reads.fastq	piSlowIO	890841.00	890.00	890.00	10.00	1.00	3.50	0.52	2.97	1300.00	99%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	8908.00	8908.00	1.00	1.00	12.50	0.76	11.92	17008.00	101%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	8908.00	8908.00	1.00	2.00	11.91	0.79	12.24	16460.00	109%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	8908.00	8908.00	1.00	3.00	12.04	0.98	12.34	17016.00	110%
fqGetIds	Ill-890841-reads.fastq	piSlowIO	890841.00	8908.00	8908.00	1.00	1.00	4.61	0.60	3.64	1860.00	92%
fqGetIdsMem	Ill-890841-reads.fastq	piSlowIO	890841.00	8908.00	8908.00	1.00	1.00	3.84	0.60	3.22	1860.00	99%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	8908.00	8908.00	2.00	1.00	12.59	0.84	11.89	16376.00	101%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	8908.00	8908.00	2.00	2.00	11.94	0.83	12.22	16560.00	109%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	8908.00	8908.00	2.00	3.00	12.14	0.80	12.58	17416.00	110%
fqGetIds	Ill-890841-reads.fastq	piSlowIO	890841.00	8908.00	8908.00	2.00	1.00	4.25	0.54	3.69	1720.00	99%
fqGetIdsMem	Ill-890841-reads.fastq	piSlowIO	890841.00	8908.00	8908.00	2.00	1.00	3.79	0.73	3.05	1936.00	99%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	8908.00	8908.00	3.00	1.00	12.53	0.77	11.94	17004.00	101%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	8908.00	8908.00	3.00	2.00	11.96	1.19	11.90	16512.00	109%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	8908.00	8908.00	3.00	3.00	12.05	0.94	12.40	17076.00	110%
fqGetIds	Ill-890841-reads.fastq	piSlowIO	890841.00	8908.00	8908.00	3.00	1.00	4.26	0.62	3.64	1756.00	99%
fqGetIdsMem	Ill-890841-reads.fastq	piSlowIO	890841.00	8908.00	8908.00	3.00	1.00	3.84	0.73	3.11	1932.00	99%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	8908.00	8908.00	4.00	1.00	12.70	0.89	11.99	16312.00	101%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	8908.00	8908.00	4.00	2.00	11.97	0.91	12.12	16448.00	108%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	8908.00	8908.00	4.00	3.00	11.97	0.89	12.25	16940.00	109%
fqGetIds	Ill-890841-reads.fastq	piSlowIO	890841.00	8908.00	8908.00	4.00	1.00	4.30	0.90	3.38	1820.00	99%
fqGetIdsMem	Ill-890841-reads.fastq	piSlowIO	890841.00	8908.00	8908.00	4.00	1.00	3.81	0.67	3.12	1936.00	99%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	8908.00	8908.00	5.00	1.00	12.53	0.75	11.95	18032.00	101%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	8908.00	8908.00	5.00	2.00	11.99	1.06	12.03	18036.00	109%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	8908.00	8908.00	5.00	3.00	11.91	1.09	12.02	17064.00	110%
fqGetIds	Ill-890841-reads.fastq	piSlowIO	890841.00	8908.00	8908.00	5.00	1.00	4.33	0.87	3.44	1936.00	99%
fqGetIdsMem	Ill-890841-reads.fastq	piSlowIO	890841.00	8908.00	8908.00	5.00	1.00	3.81	0.66	3.15	1932.00	99%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	8908.00	8908.00	6.00	1.00	12.51	0.68	12.00	16888.00	101%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	8908.00	8908.00	6.00	2.00	13.05	0.93	13.34	16984.00	109%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	8908.00	8908.00	6.00	3.00	11.96	0.87	12.36	17008.00	110%
fqGetIds	Ill-890841-reads.fastq	piSlowIO	890841.00	8908.00	8908.00	6.00	1.00	4.25	0.70	3.53	1788.00	99%
fqGetIdsMem	Ill-890841-reads.fastq	piSlowIO	890841.00	8908.00	8908.00	6.00	1.00	3.80	0.65	3.14	1816.00	99%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	8908.00	8908.00	7.00	1.00	12.64	0.95	11.85	17116.00	101%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	8908.00	8908.00	7.00	2.00	11.98	0.85	12.20	17164.00	108%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	8908.00	8908.00	7.00	3.00	12.09	1.07	12.31	16996.00	110%
fqGetIds	Ill-890841-reads.fastq	piSlowIO	890841.00	8908.00	8908.00	7.00	1.00	4.27	0.56	3.70	1820.00	99%
fqGetIdsMem	Ill-890841-reads.fastq	piSlowIO	890841.00	8908.00	8908.00	7.00	1.00	3.84	0.63	3.21	1720.00	99%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	8908.00	8908.00	8.00	1.00	12.62	0.84	11.96	16892.00	101%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	8908.00	8908.00	8.00	2.00	11.91	0.76	12.30	16452.00	109%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	8908.00	8908.00	8.00	3.00	12.06	1.08	12.32	17228.00	111%
fqGetIds	Ill-890841-reads.fastq	piSlowIO	890841.00	8908.00	8908.00	8.00	1.00	4.29	0.76	3.52	1756.00	99%
fqGetIdsMem	Ill-890841-reads.fastq	piSlowIO	890841.00	8908.00	8908.00	8.00	1.00	3.82	0.59	3.22	1788.00	99%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	8908.00	8908.00	9.00	1.00	12.54	0.68	12.05	16924.00	101%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	8908.00	8908.00	9.00	2.00	11.86	1.04	11.91	16476.00	109%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	8908.00	8908.00	9.00	3.00	12.52	0.84	12.38	17048.00	105%
fqGetIds	Ill-890841-reads.fastq	piSlowIO	890841.00	8908.00	8908.00	9.00	1.00	4.38	0.50	3.86	1928.00	99%
fqGetIdsMem	Ill-890841-reads.fastq	piSlowIO	890841.00	8908.00	8908.00	9.00	1.00	3.91	0.71	3.18	1756.00	99%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	8908.00	8908.00	10.00	1.00	12.56	0.75	11.97	16920.00	101%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	8908.00	8908.00	10.00	2.00	12.27	1.07	12.09	16996.00	107%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	8908.00	8908.00	10.00	3.00	12.01	0.99	12.41	16996.00	111%
fqGetIds	Ill-890841-reads.fastq	piSlowIO	890841.00	8908.00	8908.00	10.00	1.00	4.24	0.61	3.62	1860.00	99%
fqGetIdsMem	Ill-890841-reads.fastq	piSlowIO	890841.00	8908.00	8908.00	10.00	1.00	3.82	0.68	3.13	1860.00	99%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	89084.00	89084.00	1.00	1.00	16.01	1.45	14.96	29836.00	102%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	89084.00	89084.00	1.00	2.00	14.10	1.36	14.82	29876.00	114%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	89084.00	89084.00	1.00	3.00	13.88	1.43	14.83	29928.00	117%
fqGetIds	Ill-890841-reads.fastq	piSlowIO	890841.00	89084.00	89084.00	1.00	1.00	6.27	1.33	4.92	7520.00	99%
fqGetIdsMem	Ill-890841-reads.fastq	piSlowIO	890841.00	89084.00	89084.00	1.00	1.00	4.94	1.11	3.83	7552.00	99%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	89084.00	89084.00	2.00	1.00	15.84	1.48	14.66	29784.00	101%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	89084.00	89084.00	2.00	2.00	14.43	1.18	14.91	29920.00	111%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	89084.00	89084.00	2.00	3.00	13.83	1.54	14.72	29884.00	117%
fqGetIds	Ill-890841-reads.fastq	piSlowIO	890841.00	89084.00	89084.00	2.00	1.00	6.28	1.06	5.20	7584.00	99%
fqGetIdsMem	Ill-890841-reads.fastq	piSlowIO	890841.00	89084.00	89084.00	2.00	1.00	4.96	1.06	3.89	7584.00	99%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	89084.00	89084.00	3.00	1.00	16.06	1.46	14.90	29872.00	101%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	89084.00	89084.00	3.00	2.00	13.98	1.43	14.69	29892.00	115%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	89084.00	89084.00	3.00	3.00	13.93	1.43	14.90	29932.00	117%
fqGetIds	Ill-890841-reads.fastq	piSlowIO	890841.00	89084.00	89084.00	3.00	1.00	6.37	1.19	5.17	7520.00	99%
fqGetIdsMem	Ill-890841-reads.fastq	piSlowIO	890841.00	89084.00	89084.00	3.00	1.00	5.03	0.95	4.05	7620.00	99%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	89084.00	89084.00	4.00	1.00	15.91	1.45	14.81	30464.00	102%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	89084.00	89084.00	4.00	2.00	14.15	1.31	15.02	29904.00	115%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	89084.00	89084.00	4.00	3.00	13.82	1.28	14.94	29904.00	117%
fqGetIds	Ill-890841-reads.fastq	piSlowIO	890841.00	89084.00	89084.00	4.00	1.00	6.35	1.12	5.22	7636.00	99%
fqGetIdsMem	Ill-890841-reads.fastq	piSlowIO	890841.00	89084.00	89084.00	4.00	1.00	4.97	0.97	4.00	7636.00	99%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	89084.00	89084.00	5.00	1.00	16.07	1.62	14.78	29896.00	102%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	89084.00	89084.00	5.00	2.00	14.17	1.28	14.98	29872.00	114%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	89084.00	89084.00	5.00	3.00	13.95	1.37	15.00	29932.00	117%
fqGetIds	Ill-890841-reads.fastq	piSlowIO	890841.00	89084.00	89084.00	5.00	1.00	6.31	1.08	5.21	7552.00	99%
fqGetIdsMem	Ill-890841-reads.fastq	piSlowIO	890841.00	89084.00	89084.00	5.00	1.00	4.95	1.05	3.88	7584.00	99%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	89084.00	89084.00	6.00	1.00	15.75	1.41	14.69	29768.00	102%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	89084.00	89084.00	6.00	2.00	14.07	1.14	15.00	29872.00	114%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	89084.00	89084.00	6.00	3.00	13.82	1.32	14.97	29896.00	117%
fqGetIds	Ill-890841-reads.fastq	piSlowIO	890841.00	89084.00	89084.00	6.00	1.00	6.35	1.07	5.26	7520.00	99%
fqGetIdsMem	Ill-890841-reads.fastq	piSlowIO	890841.00	89084.00	89084.00	6.00	1.00	4.97	1.02	3.94	7548.00	99%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	89084.00	89084.00	7.00	1.00	15.82	1.36	14.77	29912.00	101%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	89084.00	89084.00	7.00	2.00	14.06	1.48	14.65	29344.00	114%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	89084.00	89084.00	7.00	3.00	13.98	1.42	14.93	29932.00	116%
fqGetIds	Ill-890841-reads.fastq	piSlowIO	890841.00	89084.00	89084.00	7.00	1.00	6.37	1.27	5.08	7688.00	99%
fqGetIdsMem	Ill-890841-reads.fastq	piSlowIO	890841.00	89084.00	89084.00	7.00	1.00	4.97	1.03	3.93	7584.00	99%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	89084.00	89084.00	8.00	1.00	15.95	1.55	14.74	30424.00	102%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	89084.00	89084.00	8.00	2.00	14.13	1.31	14.96	30016.00	115%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	89084.00	89084.00	8.00	3.00	13.84	1.50	14.79	29656.00	117%
fqGetIds	Ill-890841-reads.fastq	piSlowIO	890841.00	89084.00	89084.00	8.00	1.00	6.39	1.05	5.32	7516.00	99%
fqGetIdsMem	Ill-890841-reads.fastq	piSlowIO	890841.00	89084.00	89084.00	8.00	1.00	5.12	1.09	3.82	7636.00	95%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	89084.00	89084.00	9.00	1.00	15.73	1.33	14.74	29912.00	102%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	89084.00	89084.00	9.00	2.00	14.07	1.62	14.57	29900.00	115%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	89084.00	89084.00	9.00	3.00	13.92	1.41	14.91	29908.00	117%
fqGetIds	Ill-890841-reads.fastq	piSlowIO	890841.00	89084.00	89084.00	9.00	1.00	6.38	1.04	5.34	7552.00	99%
fqGetIdsMem	Ill-890841-reads.fastq	piSlowIO	890841.00	89084.00	89084.00	9.00	1.00	4.96	1.09	3.87	7516.00	99%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	89084.00	89084.00	10.00	1.00	15.74	1.51	14.61	29800.00	102%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	89084.00	89084.00	10.00	2.00	14.12	1.49	14.74	30100.00	114%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	89084.00	89084.00	10.00	3.00	13.84	1.37	14.87	29904.00	117%
fqGetIds	Ill-890841-reads.fastq	piSlowIO	890841.00	89084.00	89084.00	10.00	1.00	6.29	1.11	5.16	7692.00	99%
fqGetIdsMem	Ill-890841-reads.fastq	piSlowIO	890841.00	89084.00	89084.00	10.00	1.00	4.89	0.97	3.92	7692.00	99%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	222710.00	222710.00	1.00	1.00	20.41	2.16	18.67	72696.00	102%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	222710.00	222710.00	1.00	2.00	17.25	2.17	18.66	67008.00	120%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	222710.00	222710.00	1.00	3.00	16.68	2.38	18.43	64076.00	124%
fqGetIds	Ill-890841-reads.fastq	piSlowIO	890841.00	222710.00	222710.00	1.00	1.00	8.53	1.36	7.15	16872.00	99%
fqGetIdsMem	Ill-890841-reads.fastq	piSlowIO	890841.00	222710.00	222710.00	1.00	1.00	6.43	1.30	5.11	17220.00	99%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	222710.00	222710.00	2.00	1.00	20.50	2.06	18.77	72144.00	101%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	222710.00	222710.00	2.00	2.00	17.29	2.05	18.79	65856.00	120%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	222710.00	222710.00	2.00	3.00	16.74	2.25	18.73	64208.00	125%
fqGetIds	Ill-890841-reads.fastq	piSlowIO	890841.00	222710.00	222710.00	2.00	1.00	8.55	1.57	6.97	16844.00	99%
fqGetIdsMem	Ill-890841-reads.fastq	piSlowIO	890841.00	222710.00	222710.00	2.00	1.00	6.41	1.50	4.89	16844.00	99%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	222710.00	222710.00	3.00	1.00	20.58	2.03	18.97	72848.00	102%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	222710.00	222710.00	3.00	2.00	17.25	2.07	18.82	65916.00	121%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	222710.00	222710.00	3.00	3.00	16.59	2.22	18.51	64112.00	124%
fqGetIds	Ill-890841-reads.fastq	piSlowIO	890841.00	222710.00	222710.00	3.00	1.00	8.56	1.58	6.96	17168.00	99%
fqGetIdsMem	Ill-890841-reads.fastq	piSlowIO	890841.00	222710.00	222710.00	3.00	1.00	6.47	1.59	4.85	17220.00	99%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	222710.00	222710.00	4.00	1.00	20.58	1.92	19.11	73096.00	102%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	222710.00	222710.00	4.00	2.00	19.97	2.40	18.65	65980.00	105%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	222710.00	222710.00	4.00	3.00	16.69	2.18	18.67	64096.00	124%
fqGetIds	Ill-890841-reads.fastq	piSlowIO	890841.00	222710.00	222710.00	4.00	1.00	8.45	1.37	7.06	16844.00	99%
fqGetIdsMem	Ill-890841-reads.fastq	piSlowIO	890841.00	222710.00	222710.00	4.00	1.00	6.53	1.48	5.02	17216.00	99%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	222710.00	222710.00	5.00	1.00	20.47	2.03	18.82	72672.00	101%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	222710.00	222710.00	5.00	2.00	17.30	2.23	18.66	65456.00	120%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	222710.00	222710.00	5.00	3.00	16.80	2.03	18.83	65052.00	124%
fqGetIds	Ill-890841-reads.fastq	piSlowIO	890841.00	222710.00	222710.00	5.00	1.00	8.54	1.38	7.13	16844.00	99%
fqGetIdsMem	Ill-890841-reads.fastq	piSlowIO	890841.00	222710.00	222710.00	5.00	1.00	6.42	1.56	4.85	17204.00	99%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	222710.00	222710.00	6.00	1.00	20.57	2.26	18.75	72276.00	102%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	222710.00	222710.00	6.00	2.00	17.18	1.96	18.78	65916.00	120%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	222710.00	222710.00	6.00	3.00	20.41	2.36	18.45	64736.00	101%
fqGetIds	Ill-890841-reads.fastq	piSlowIO	890841.00	222710.00	222710.00	6.00	1.00	8.40	1.57	6.83	17220.00	99%
fqGetIdsMem	Ill-890841-reads.fastq	piSlowIO	890841.00	222710.00	222710.00	6.00	1.00	6.31	1.50	4.80	16844.00	99%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	222710.00	222710.00	7.00	1.00	20.61	2.19	18.83	72708.00	102%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	222710.00	222710.00	7.00	2.00	17.21	2.35	18.37	66476.00	120%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	222710.00	222710.00	7.00	3.00	19.47	2.06	18.70	64256.00	106%
fqGetIds	Ill-890841-reads.fastq	piSlowIO	890841.00	222710.00	222710.00	7.00	1.00	8.55	1.43	7.10	16872.00	99%
fqGetIdsMem	Ill-890841-reads.fastq	piSlowIO	890841.00	222710.00	222710.00	7.00	1.00	7.43	1.73	5.67	16876.00	99%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	222710.00	222710.00	8.00	1.00	20.55	2.14	18.82	72740.00	102%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	222710.00	222710.00	8.00	2.00	17.20	1.95	18.80	67124.00	120%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	222710.00	222710.00	8.00	3.00	16.71	2.00	18.79	64204.00	124%
fqGetIds	Ill-890841-reads.fastq	piSlowIO	890841.00	222710.00	222710.00	8.00	1.00	8.43	1.42	6.99	16844.00	99%
fqGetIdsMem	Ill-890841-reads.fastq	piSlowIO	890841.00	222710.00	222710.00	8.00	1.00	6.37	1.52	4.83	16880.00	99%
seqkit	Ill-890841-reads.fastq	piSlowIO	890841.00	222710.00	222710.00	9.00	1.00	20.50	2.05	18.88	73652.00	102%
